,1BathRoomWater,timestamp
9,NOT_PRESENT,2022-06-21 09:03:19.621000+02:00
10,PRESENT,2022-06-21 09:03:48.459000+02:00
11,NOT_PRESENT,2022-06-21 09:03:59.208000+02:00
12,PRESENT,2022-06-21 09:04:12.364000+02:00
13,NOT_PRESENT,2022-06-21 09:05:16.089000+02:00
14,PRESENT,2022-06-21 09:05:40.249000+02:00
15,NOT_PRESENT,2022-06-21 09:06:13.566000+02:00
16,PRESENT,2022-06-21 09:06:22.464000+02:00
17,NOT_PRESENT,2022-06-21 09:06:33.878000+02:00
18,PRESENT,2022-06-21 09:07:19.456000+02:00
19,NOT_PRESENT,2022-06-21 09:07:34.935000+02:00
20,PRESENT,2022-06-21 09:07:45.421000+02:00
21,NOT_PRESENT,2022-06-21 09:07:50.810000+02:00
22,PRESENT,2022-06-21 09:08:03.058000+02:00
23,NOT_PRESENT,2022-06-21 09:08:07.298000+02:00
0,PRESENT,2022-06-22 07:34:17.026000+02:00
1,NOT_PRESENT,2022-06-22 07:40:40.530000+02:00
2,PRESENT,2022-06-22 14:43:16.618000+02:00
3,NOT_PRESENT,2022-06-22 14:43:47.128000+02:00
4,PRESENT,2022-06-22 14:43:50.193000+02:00
5,NOT_PRESENT,2022-06-22 14:43:51.518000+02:00
6,PRESENT,2022-06-22 14:44:12.105000+02:00
7,NOT_PRESENT,2022-06-22 14:44:15.012000+02:00
8,PRESENT,2022-06-22 14:44:17.649000+02:00
9,NOT_PRESENT,2022-06-22 14:44:28.163000+02:00
10,PRESENT,2022-06-22 14:44:36.884000+02:00
11,NOT_PRESENT,2022-06-22 14:44:41.372000+02:00
12,PRESENT,2022-06-22 14:44:43.099000+02:00
13,NOT_PRESENT,2022-06-22 14:44:54.958000+02:00
14,PRESENT,2022-06-22 14:45:04.110000+02:00
15,NOT_PRESENT,2022-06-22 16:17:13.482000+02:00
0,PRESENT,2022-06-24 09:06:41.972000+02:00
1,NOT_PRESENT,2022-06-24 09:06:45.795000+02:00
2,PRESENT,2022-06-24 09:06:49.107000+02:00
3,NOT_PRESENT,2022-06-24 09:07:00.067000+02:00
4,PRESENT,2022-06-24 09:07:08.800000+02:00
5,NOT_PRESENT,2022-06-24 09:40:00.009000+02:00
6,PRESENT,2022-06-24 09:40:08.508000+02:00
7,NOT_PRESENT,2022-06-24 09:40:16.211000+02:00
0,PRESENT,2022-06-25 08:14:21.688000+02:00
1,NOT_PRESENT,2022-06-25 08:56:39.673000+02:00
2,PRESENT,2022-06-25 08:56:49.288000+02:00
3,NOT_PRESENT,2022-06-25 10:28:28.521000+02:00
4,PRESENT,2022-06-25 10:28:34.777000+02:00
5,NOT_PRESENT,2022-06-25 12:52:08.951000+02:00
6,PRESENT,2022-06-25 17:56:42.268000+02:00
7,NOT_PRESENT,2022-06-25 18:09:30.579000+02:00
8,PRESENT,2022-06-25 18:09:38.758000+02:00
9,NOT_PRESENT,2022-06-25 18:09:49.208000+02:00
10,PRESENT,2022-06-25 18:16:58.724000+02:00
11,NOT_PRESENT,2022-06-25 18:17:23.567000+02:00
12,PRESENT,2022-06-25 18:17:34.923000+02:00
13,NOT_PRESENT,2022-06-25 18:17:47.912000+02:00
14,PRESENT,2022-06-25 18:19:06.996000+02:00
15,NOT_PRESENT,2022-06-25 18:34:20.905000+02:00
16,PRESENT,2022-06-25 18:41:08.179000+02:00
17,NOT_PRESENT,2022-06-25 18:42:07.426000+02:00
18,PRESENT,2022-06-25 18:42:32.430000+02:00
19,NOT_PRESENT,2022-06-25 18:53:30.008000+02:00
20,PRESENT,2022-06-25 19:01:22.593000+02:00
21,NOT_PRESENT,2022-06-25 19:01:58.867000+02:00
22,PRESENT,2022-06-25 19:03:27.307000+02:00
23,NOT_PRESENT,2022-06-25 19:09:02.997000+02:00
24,PRESENT,2022-06-25 19:10:25.870000+02:00
25,NOT_PRESENT,2022-06-25 19:11:59.026000+02:00
26,PRESENT,2022-06-25 19:13:14.530000+02:00
27,NOT_PRESENT,2022-06-25 19:15:12.172000+02:00
28,PRESENT,2022-06-25 19:15:56.059000+02:00
29,NOT_PRESENT,2022-06-25 19:21:02.538000+02:00
0,PRESENT,2022-06-26 12:33:56.406000+02:00
1,NOT_PRESENT,2022-06-26 14:34:46.143000+02:00
2,PRESENT,2022-06-26 14:36:39.373000+02:00
3,NOT_PRESENT,2022-06-26 14:37:11.748000+02:00
4,PRESENT,2022-06-26 14:37:32.595000+02:00
5,NOT_PRESENT,2022-06-26 14:37:34.837000+02:00
6,PRESENT,2022-06-26 14:37:49.383000+02:00
7,NOT_PRESENT,2022-06-26 14:38:11.588000+02:00
8,PRESENT,2022-06-26 14:45:22.658000+02:00
9,NOT_PRESENT,2022-06-26 14:46:01.636000+02:00
10,PRESENT,2022-06-26 15:53:46.025000+02:00
11,NOT_PRESENT,2022-06-26 16:17:20.299000+02:00
12,PRESENT,2022-06-26 16:19:30.250000+02:00
13,NOT_PRESENT,2022-06-26 16:23:36.099000+02:00
14,PRESENT,2022-06-26 16:24:27.819000+02:00
15,NOT_PRESENT,2022-06-26 16:26:57.066000+02:00
16,PRESENT,2022-06-26 16:33:33.879000+02:00
17,NOT_PRESENT,2022-06-26 17:58:15.452000+02:00
18,PRESENT,2022-06-26 17:59:14.615000+02:00
19,NOT_PRESENT,2022-06-26 17:59:21.111000+02:00
20,PRESENT,2022-06-26 18:01:48.953000+02:00
21,NOT_PRESENT,2022-06-26 18:01:54.973000+02:00
22,PRESENT,2022-06-26 18:07:31.610000+02:00
23,NOT_PRESENT,2022-06-26 18:08:01.881000+02:00
24,PRESENT,2022-06-26 18:08:12.383000+02:00
25,NOT_PRESENT,2022-06-26 18:08:22.239000+02:00
26,PRESENT,2022-06-26 18:14:59.809000+02:00
27,NOT_PRESENT,2022-06-26 18:15:21.318000+02:00
28,PRESENT,2022-06-26 18:15:26.642000+02:00
29,NOT_PRESENT,2022-06-26 18:15:48.628000+02:00
30,PRESENT,2022-06-26 18:16:34.313000+02:00
31,NOT_PRESENT,2022-06-26 18:16:58.261000+02:00
32,PRESENT,2022-06-26 18:33:30.036000+02:00
33,NOT_PRESENT,2022-06-26 18:33:35.865000+02:00
0,PRESENT,2022-06-27 07:33:52.391000+02:00
1,NOT_PRESENT,2022-06-27 07:34:04.373000+02:00
2,PRESENT,2022-06-27 07:34:07.044000+02:00
3,NOT_PRESENT,2022-06-27 07:53:55.191000+02:00
4,PRESENT,2022-06-27 15:34:45.711000+02:00
5,NOT_PRESENT,2022-06-27 16:27:21.641000+02:00
0,PRESENT,2022-06-28 08:36:58.448000+02:00
1,NOT_PRESENT,2022-06-28 09:25:59.247000+02:00
0,PRESENT,2022-06-29 08:52:05.707000+02:00
1,NOT_PRESENT,2022-06-29 09:38:50.333000+02:00
2,PRESENT,2022-06-29 09:41:28.879000+02:00
3,NOT_PRESENT,2022-06-29 09:49:32.279000+02:00
4,PRESENT,2022-06-29 10:06:44.485000+02:00
5,NOT_PRESENT,2022-06-29 10:24:52.955000+02:00
6,PRESENT,2022-06-29 10:50:49.802000+02:00
7,NOT_PRESENT,2022-06-29 10:52:42.509000+02:00
0,PRESENT,2022-06-30 07:25:13.135000+02:00
1,NOT_PRESENT,2022-06-30 07:26:06.400000+02:00
2,PRESENT,2022-06-30 08:29:11.994000+02:00
3,NOT_PRESENT,2022-06-30 10:36:12.996000+02:00
4,PRESENT,2022-06-30 18:40:13.318000+02:00
5,NOT_PRESENT,2022-06-30 20:26:31.757000+02:00
0,PRESENT,2022-07-01 09:10:01.922000+02:00
1,NOT_PRESENT,2022-07-01 10:29:56.571000+02:00
0,PRESENT,2022-07-03 18:30:25.713000+02:00
1,NOT_PRESENT,2022-07-03 18:39:14.973000+02:00
2,PRESENT,2022-07-03 18:39:20.549000+02:00
3,NOT_PRESENT,2022-07-03 18:39:33.799000+02:00
4,PRESENT,2022-07-03 18:39:42.983000+02:00
5,NOT_PRESENT,2022-07-03 18:39:51.336000+02:00
6,PRESENT,2022-07-03 18:39:53.980000+02:00
7,NOT_PRESENT,2022-07-03 18:39:55.311000+02:00
8,PRESENT,2022-07-03 18:40:04.919000+02:00
9,NOT_PRESENT,2022-07-03 18:40:13.885000+02:00
10,PRESENT,2022-07-03 18:40:23.977000+02:00
11,NOT_PRESENT,2022-07-03 18:44:41.250000+02:00
12,PRESENT,2022-07-03 18:44:45.908000+02:00
13,NOT_PRESENT,2022-07-03 18:44:49.493000+02:00
14,PRESENT,2022-07-03 18:45:00.055000+02:00
15,NOT_PRESENT,2022-07-03 18:45:09.735000+02:00
16,PRESENT,2022-07-03 18:53:25.921000+02:00
0,NOT_PRESENT,2022-07-03 21:49:54.557000+02:00
1,PRESENT,2022-07-04 10:21:18.714000+02:00
2,NOT_PRESENT,2022-07-04 11:59:56.339000+02:00
0,PRESENT,2022-07-05 07:07:44.354000+02:00
1,NOT_PRESENT,2022-07-05 07:07:56.302000+02:00
2,PRESENT,2022-07-05 07:08:05.907000+02:00
3,NOT_PRESENT,2022-07-05 07:08:08.580000+02:00
4,PRESENT,2022-07-05 07:08:39.544000+02:00
5,NOT_PRESENT,2022-07-05 07:08:42.697000+02:00
6,PRESENT,2022-07-05 07:08:45.767000+02:00
7,NOT_PRESENT,2022-07-05 07:13:19.903000+02:00
8,PRESENT,2022-07-05 09:51:45.112000+02:00
9,NOT_PRESENT,2022-07-05 09:52:47.788000+02:00
10,PRESENT,2022-07-05 09:53:01.872000+02:00
11,NOT_PRESENT,2022-07-05 12:44:31.508000+02:00
0,PRESENT,2022-07-06 09:50:56.412000+02:00
1,NOT_PRESENT,2022-07-06 09:52:06.509000+02:00
2,PRESENT,2022-07-06 09:52:10.476000+02:00
3,NOT_PRESENT,2022-07-06 10:28:16.664000+02:00
4,PRESENT,2022-07-06 10:29:16.649000+02:00
5,NOT_PRESENT,2022-07-06 10:30:01.448000+02:00
6,PRESENT,2022-07-06 10:30:16.241000+02:00
7,NOT_PRESENT,2022-07-06 10:30:24.583000+02:00
8,PRESENT,2022-07-06 10:31:32.895000+02:00
9,NOT_PRESENT,2022-07-06 10:31:41.671000+02:00
10,PRESENT,2022-07-06 10:31:46.765000+02:00
11,NOT_PRESENT,2022-07-06 10:31:49.442000+02:00
12,PRESENT,2022-07-06 10:32:19.947000+02:00
13,NOT_PRESENT,2022-07-06 10:33:01.059000+02:00
14,PRESENT,2022-07-06 10:34:13.058000+02:00
15,NOT_PRESENT,2022-07-06 10:34:30.821000+02:00
16,PRESENT,2022-07-06 10:35:54.464000+02:00
17,NOT_PRESENT,2022-07-06 10:35:58.054000+02:00
0,PRESENT,2022-07-07 10:41:25.430000+02:00
1,NOT_PRESENT,2022-07-07 11:08:26.622000+02:00
2,PRESENT,2022-07-07 11:08:35.123000+02:00
3,NOT_PRESENT,2022-07-07 11:09:22.400000+02:00
4,PRESENT,2022-07-07 11:09:25.713000+02:00
5,NOT_PRESENT,2022-07-07 11:09:59.977000+02:00
6,PRESENT,2022-07-07 11:10:15.868000+02:00
7,NOT_PRESENT,2022-07-07 11:10:30.928000+02:00
8,PRESENT,2022-07-07 11:10:42.889000+02:00
9,NOT_PRESENT,2022-07-07 11:11:37.890000+02:00
10,PRESENT,2022-07-07 11:11:45.046000+02:00
11,NOT_PRESENT,2022-07-07 11:11:58.091000+02:00
12,PRESENT,2022-07-07 11:12:10.436000+02:00
13,NOT_PRESENT,2022-07-07 11:12:14.506000+02:00
14,PRESENT,2022-07-07 11:12:20.991000+02:00
15,NOT_PRESENT,2022-07-07 11:12:29.712000+02:00
16,PRESENT,2022-07-07 11:12:47.428000+02:00
17,NOT_PRESENT,2022-07-07 11:12:51.446000+02:00
18,PRESENT,2022-07-07 11:13:01.532000+02:00
19,NOT_PRESENT,2022-07-07 11:13:07.133000+02:00
20,PRESENT,2022-07-07 11:13:21.488000+02:00
21,NOT_PRESENT,2022-07-07 11:13:27.089000+02:00
22,PRESENT,2022-07-07 11:14:52.290000+02:00
23,NOT_PRESENT,2022-07-07 11:14:58.618000+02:00
24,PRESENT,2022-07-07 11:15:04.432000+02:00
25,NOT_PRESENT,2022-07-07 11:15:08.259000+02:00
26,PRESENT,2022-07-07 11:15:24.634000+02:00
27,NOT_PRESENT,2022-07-07 11:15:26.877000+02:00
28,PRESENT,2022-07-07 11:16:44.451000+02:00
29,NOT_PRESENT,2022-07-07 11:16:46.453000+02:00
0,PRESENT,2022-07-08 08:36:07.811000+02:00
1,NOT_PRESENT,2022-07-08 10:01:17.828000+02:00
0,PRESENT,2022-07-09 12:52:36.457000+02:00
1,NOT_PRESENT,2022-07-09 14:07:56.970000+02:00
2,PRESENT,2022-07-09 14:08:22.394000+02:00
3,NOT_PRESENT,2022-07-09 14:09:05.376000+02:00
4,PRESENT,2022-07-09 14:09:12.313000+02:00
5,NOT_PRESENT,2022-07-09 14:09:22.751000+02:00
6,PRESENT,2022-07-09 14:09:28.771000+02:00
7,NOT_PRESENT,2022-07-09 17:14:29.767000+02:00
0,PRESENT,2022-07-10 10:02:45.598000+02:00
1,NOT_PRESENT,2022-07-10 10:24:35.637000+02:00
2,PRESENT,2022-07-10 10:25:00.523000+02:00
3,NOT_PRESENT,2022-07-10 10:25:04.111000+02:00
0,PRESENT,2022-07-11 14:59:52.148000+02:00
1,NOT_PRESENT,2022-07-11 15:30:37.484000+02:00
2,PRESENT,2022-07-11 15:30:41.475000+02:00
3,NOT_PRESENT,2022-07-11 15:32:24.864000+02:00
4,PRESENT,2022-07-11 15:32:33.373000+02:00
5,NOT_PRESENT,2022-07-11 15:37:25.573000+02:00
6,PRESENT,2022-07-11 15:37:34.083000+02:00
7,NOT_PRESENT,2022-07-11 15:39:54.093000+02:00
8,PRESENT,2022-07-11 15:40:12.125000+02:00
9,NOT_PRESENT,2022-07-11 15:40:34.848000+02:00
10,PRESENT,2022-07-11 15:41:07.926000+02:00
11,NOT_PRESENT,2022-07-11 15:41:25.259000+02:00
12,PRESENT,2022-07-11 15:41:47.742000+02:00
13,NOT_PRESENT,2022-07-11 15:45:45.501000+02:00
14,PRESENT,2022-07-11 15:46:38.344000+02:00
15,NOT_PRESENT,2022-07-11 15:50:31.020000+02:00
16,PRESENT,2022-07-11 15:50:41.980000+02:00
17,NOT_PRESENT,2022-07-11 15:52:12.782000+02:00
18,PRESENT,2022-07-11 15:54:06.107000+02:00
19,NOT_PRESENT,2022-07-11 15:54:49.505000+02:00
20,PRESENT,2022-07-11 15:55:06.527000+02:00
21,NOT_PRESENT,2022-07-11 15:56:01.075000+02:00
22,PRESENT,2022-07-11 15:56:13.378000+02:00
23,NOT_PRESENT,2022-07-11 15:56:54.605000+02:00
24,PRESENT,2022-07-11 15:57:23.595000+02:00
25,NOT_PRESENT,2022-07-11 15:57:50.167000+02:00
26,PRESENT,2022-07-11 15:59:26.147000+02:00
27,NOT_PRESENT,2022-07-11 16:00:48.655000+02:00
28,PRESENT,2022-07-11 16:02:21.712000+02:00
29,NOT_PRESENT,2022-07-11 16:02:32.274000+02:00
30,PRESENT,2022-07-11 16:05:59.572000+02:00
31,NOT_PRESENT,2022-07-11 16:06:13.123000+02:00
32,PRESENT,2022-07-11 16:06:43.670000+02:00
33,NOT_PRESENT,2022-07-11 16:06:46.831000+02:00
34,PRESENT,2022-07-11 16:19:25.116000+02:00
35,NOT_PRESENT,2022-07-11 16:20:00.001000+02:00
0,PRESENT,2022-07-15 10:44:56.794000+02:00
1,NOT_PRESENT,2022-07-15 11:07:56.091000+02:00
2,PRESENT,2022-07-15 11:07:57.821000+02:00
3,NOT_PRESENT,2022-07-15 11:08:02.321000+02:00
4,PRESENT,2022-07-15 11:08:04.723000+02:00
5,NOT_PRESENT,2022-07-15 11:09:22.543000+02:00
6,PRESENT,2022-07-15 11:09:45.717000+02:00
7,NOT_PRESENT,2022-07-15 11:09:56.514000+02:00
8,PRESENT,2022-07-15 11:10:00.262000+02:00
9,NOT_PRESENT,2022-07-15 11:10:25.291000+02:00
10,PRESENT,2022-07-15 11:10:27.023000+02:00
11,NOT_PRESENT,2022-07-15 11:10:35.803000+02:00
12,PRESENT,2022-07-15 11:10:39.119000+02:00
13,NOT_PRESENT,2022-07-15 11:10:40.451000+02:00
14,PRESENT,2022-07-15 11:10:47.803000+02:00
15,NOT_PRESENT,2022-07-15 11:10:51.392000+02:00
16,PRESENT,2022-07-15 13:18:13.590000+02:00
17,NOT_PRESENT,2022-07-15 13:18:23.453000+02:00
18,PRESENT,2022-07-15 13:18:27.435000+02:00
19,NOT_PRESENT,2022-07-15 13:59:15.695000+02:00
20,PRESENT,2022-07-15 13:59:22.481000+02:00
21,NOT_PRESENT,2022-07-15 13:59:27.055000+02:00
22,PRESENT,2022-07-15 14:07:35.935000+02:00
23,NOT_PRESENT,2022-07-15 14:09:14.526000+02:00
24,PRESENT,2022-07-15 14:09:37.147000+02:00
25,NOT_PRESENT,2022-07-15 14:09:49.955000+02:00
26,PRESENT,2022-07-15 14:10:00.043000+02:00
27,NOT_PRESENT,2022-07-15 14:10:22.499000+02:00
28,PRESENT,2022-07-15 14:11:17.778000+02:00
29,NOT_PRESENT,2022-07-15 14:12:13.293000+02:00
30,PRESENT,2022-07-15 14:12:25.349000+02:00
31,NOT_PRESENT,2022-07-15 14:12:29.607000+02:00
32,PRESENT,2022-07-15 14:12:44.834000+02:00
33,NOT_PRESENT,2022-07-15 14:13:25.493000+02:00
34,PRESENT,2022-07-15 14:13:34.426000+02:00
35,NOT_PRESENT,2022-07-15 14:14:06.544000+02:00
36,PRESENT,2022-07-15 14:14:23.597000+02:00
37,NOT_PRESENT,2022-07-15 14:14:39.339000+02:00
38,PRESENT,2022-07-15 14:14:47.601000+02:00
39,NOT_PRESENT,2022-07-15 14:14:52.532000+02:00
40,PRESENT,2022-07-15 14:18:20.459000+02:00
41,NOT_PRESENT,2022-07-15 14:18:33.700000+02:00
42,PRESENT,2022-07-15 14:19:04.016000+02:00
43,NOT_PRESENT,2022-07-15 14:19:45.789000+02:00
44,PRESENT,2022-07-15 14:20:22.880000+02:00
45,NOT_PRESENT,2022-07-15 14:30:57.413000+02:00
46,PRESENT,2022-07-15 14:31:18.376000+02:00
47,NOT_PRESENT,2022-07-15 14:32:26.700000+02:00
48,PRESENT,2022-07-15 14:32:53.856000+02:00
49,NOT_PRESENT,2022-07-15 14:33:48.778000+02:00
50,PRESENT,2022-07-15 14:33:58.820000+02:00
51,NOT_PRESENT,2022-07-15 14:34:43.347000+02:00
0,PRESENT,2022-07-19 12:17:43.121000+02:00
1,NOT_PRESENT,2022-07-19 12:26:26.248000+02:00
0,PRESENT,2022-07-22 14:34:48.459000+02:00
1,NOT_PRESENT,2022-07-22 15:30:40.036000+02:00
0,PRESENT,2022-07-23 13:19:52.931000+02:00
1,NOT_PRESENT,2022-07-23 13:20:02.353000+02:00
2,PRESENT,2022-07-23 13:20:08.343000+02:00
3,NOT_PRESENT,2022-07-23 13:20:14.171000+02:00
4,PRESENT,2022-07-23 19:27:55.606000+02:00
5,NOT_PRESENT,2022-07-23 19:28:08.876000+02:00
6,PRESENT,2022-07-23 19:28:14.891000+02:00
7,NOT_PRESENT,2022-07-23 19:28:21.180000+02:00
8,PRESENT,2022-07-23 19:28:29.024000+02:00
9,NOT_PRESENT,2022-07-23 19:39:29.396000+02:00
10,PRESENT,2022-07-23 19:39:32.708000+02:00
11,NOT_PRESENT,2022-07-23 19:40:12.241000+02:00
12,PRESENT,2022-07-23 19:40:46.454000+02:00
13,NOT_PRESENT,2022-07-23 19:40:48.698000+02:00
14,PRESENT,2022-07-23 19:57:19.496000+02:00
15,NOT_PRESENT,2022-07-23 19:57:43.832000+02:00
16,PRESENT,2022-07-23 19:58:00.323000+02:00
17,NOT_PRESENT,2022-07-23 19:58:03.251000+02:00
18,PRESENT,2022-07-23 19:58:54.930000+02:00
19,NOT_PRESENT,2022-07-23 19:59:22.919000+02:00
20,PRESENT,2022-07-23 20:02:13.029000+02:00
21,NOT_PRESENT,2022-07-23 20:02:21.588000+02:00
22,PRESENT,2022-07-23 20:02:59.393000+02:00
23,NOT_PRESENT,2022-07-23 20:05:45.918000+02:00
24,PRESENT,2022-07-23 20:06:07.246000+02:00
25,NOT_PRESENT,2022-07-23 20:06:25.239000+02:00
26,PRESENT,2022-07-23 20:07:12.945000+02:00
27,NOT_PRESENT,2022-07-23 20:07:28.716000+02:00
28,PRESENT,2022-07-23 20:09:14.606000+02:00
29,NOT_PRESENT,2022-07-23 20:09:22.246000+02:00
30,PRESENT,2022-07-23 20:09:53.729000+02:00
31,NOT_PRESENT,2022-07-23 20:10:16.003000+02:00
32,PRESENT,2022-07-23 20:10:50.448000+02:00
33,NOT_PRESENT,2022-07-23 20:11:05.306000+02:00
34,PRESENT,2022-07-23 20:12:31.954000+02:00
35,NOT_PRESENT,2022-07-23 20:12:34.875000+02:00
0,PRESENT,2022-07-27 11:18:53.984000+02:00
1,NOT_PRESENT,2022-07-27 11:49:30.810000+02:00
2,PRESENT,2022-07-27 11:49:38.401000+02:00
3,NOT_PRESENT,2022-07-27 11:49:41.315000+02:00
4,PRESENT,2022-07-27 11:50:19.450000+02:00
5,NOT_PRESENT,2022-07-27 11:50:30.480000+02:00
6,PRESENT,2022-07-27 11:52:24.347000+02:00
7,NOT_PRESENT,2022-07-27 11:53:30.816000+02:00
8,PRESENT,2022-07-27 11:55:25.095000+02:00
9,NOT_PRESENT,2022-07-27 11:56:08.213000+02:00
0,PRESENT,2022-07-30 20:08:34.205000+02:00
1,NOT_PRESENT,2022-07-30 20:26:25.947000+02:00
2,PRESENT,2022-07-30 20:26:41.395000+02:00
3,NOT_PRESENT,2022-07-30 20:26:42.728000+02:00
4,PRESENT,2022-07-30 20:26:49.453000+02:00
5,NOT_PRESENT,2022-07-30 20:26:57.368000+02:00
6,PRESENT,2022-07-30 20:27:48.610000+02:00
7,NOT_PRESENT,2022-07-30 20:28:55.316000+02:00
8,PRESENT,2022-07-30 20:29:16.147000+02:00
9,NOT_PRESENT,2022-07-30 20:30:06.781000+02:00
10,PRESENT,2022-07-30 20:30:50.035000+02:00
11,NOT_PRESENT,2022-07-30 20:31:01.346000+02:00
0,PRESENT,2022-07-31 19:05:42.738000+02:00
1,NOT_PRESENT,2022-07-31 19:56:14.003000+02:00
2,PRESENT,2022-07-31 20:34:32.444000+02:00
3,NOT_PRESENT,2022-07-31 20:35:52.069000+02:00
4,PRESENT,2022-07-31 20:37:08.528000+02:00
0,NOT_PRESENT,2022-08-01 11:29:08.993000+02:00
1,PRESENT,2022-08-01 19:31:30.044000+02:00
0,NOT_PRESENT,2022-08-02 03:41:14.251000+02:00
1,PRESENT,2022-08-02 07:38:43.982000+02:00
2,NOT_PRESENT,2022-08-02 07:56:23.580000+02:00
3,PRESENT,2022-08-02 07:56:26.222000+02:00
4,NOT_PRESENT,2022-08-02 08:12:13.718000+02:00
5,PRESENT,2022-08-02 08:12:24.926000+02:00
6,NOT_PRESENT,2022-08-02 08:14:03.490000+02:00
7,PRESENT,2022-08-02 08:14:09.072000+02:00
8,NOT_PRESENT,2022-08-02 08:15:09.017000+02:00
9,PRESENT,2022-08-02 08:15:16.376000+02:00
10,NOT_PRESENT,2022-08-02 08:15:29.636000+02:00
11,PRESENT,2022-08-02 08:15:36.994000+02:00
12,NOT_PRESENT,2022-08-02 08:15:38.326000+02:00
13,PRESENT,2022-08-02 08:15:49.771000+02:00
14,NOT_PRESENT,2022-08-02 08:15:59.710000+02:00
15,PRESENT,2022-08-02 08:26:59.057000+02:00
16,NOT_PRESENT,2022-08-02 08:27:00.389000+02:00
17,PRESENT,2022-08-02 08:27:03.035000+02:00
18,NOT_PRESENT,2022-08-02 08:27:05.040000+02:00
19,PRESENT,2022-08-02 08:37:05.547000+02:00
20,NOT_PRESENT,2022-08-02 08:37:36.924000+02:00
0,PRESENT,2022-08-03 08:39:43.738000+02:00
1,NOT_PRESENT,2022-08-03 08:39:51.604000+02:00
2,PRESENT,2022-08-03 08:40:05.975000+02:00
3,NOT_PRESENT,2022-08-03 08:59:37.257000+02:00
4,PRESENT,2022-08-03 08:59:50.878000+02:00
5,NOT_PRESENT,2022-08-03 09:00:11.049000+02:00
6,PRESENT,2022-08-03 09:00:31.672000+02:00
7,NOT_PRESENT,2022-08-03 09:00:37.506000+02:00
8,PRESENT,2022-08-03 09:00:51.180000+02:00
9,NOT_PRESENT,2022-08-03 09:02:09.779000+02:00
10,PRESENT,2022-08-03 09:02:41.872000+02:00
11,NOT_PRESENT,2022-08-03 09:02:51.695000+02:00
12,PRESENT,2022-08-03 09:02:56.588000+02:00
13,NOT_PRESENT,2022-08-03 09:14:42.813000+02:00
14,PRESENT,2022-08-03 09:14:50.831000+02:00
15,NOT_PRESENT,2022-08-03 09:14:55.088000+02:00
16,PRESENT,2022-08-03 09:15:04.691000+02:00
17,NOT_PRESENT,2022-08-03 09:15:13.886000+02:00
18,PRESENT,2022-08-03 09:15:23.242000+02:00
19,NOT_PRESENT,2022-08-03 09:15:42.758000+02:00
20,PRESENT,2022-08-03 09:15:46.071000+02:00
21,NOT_PRESENT,2022-08-03 09:16:04.675000+02:00
22,PRESENT,2022-08-03 09:16:12.258000+02:00
23,NOT_PRESENT,2022-08-03 09:16:14.500000+02:00
24,PRESENT,2022-08-03 09:16:36.294000+02:00
25,NOT_PRESENT,2022-08-03 09:16:43.476000+02:00
26,PRESENT,2022-08-03 09:16:51.060000+02:00
27,NOT_PRESENT,2022-08-03 09:17:01.357000+02:00
28,PRESENT,2022-08-03 09:17:03.757000+02:00
29,NOT_PRESENT,2022-08-03 09:18:21.573000+02:00
30,PRESENT,2022-08-03 13:03:24.840000+02:00
31,NOT_PRESENT,2022-08-03 13:04:37.117000+02:00
32,PRESENT,2022-08-03 13:04:42.002000+02:00
33,NOT_PRESENT,2022-08-03 19:03:19.825000+02:00
0,PRESENT,2022-08-03 21:44:07.473000+02:00
1,NOT_PRESENT,2022-08-03 21:44:30.947000+02:00
2,PRESENT,2022-08-03 21:44:39.848000+02:00
3,NOT_PRESENT,2022-08-03 23:19:42.201000+02:00
4,PRESENT,2022-08-03 23:19:49.139000+02:00
5,NOT_PRESENT,2022-08-03 23:23:32.895000+02:00
6,PRESENT,2022-08-03 23:23:43.648000+02:00
7,NOT_PRESENT,2022-08-03 23:24:21.781000+02:00
8,PRESENT,2022-08-03 23:24:25.108000+02:00
9,NOT_PRESENT,2022-08-03 23:24:47.231000+02:00
10,PRESENT,2022-08-03 23:24:52.581000+02:00
11,NOT_PRESENT,2022-08-03 23:25:42.905000+02:00
12,PRESENT,2022-08-03 23:25:49.175000+02:00
13,NOT_PRESENT,2022-08-03 23:26:27.734000+02:00
14,PRESENT,2022-08-03 23:26:31.060000+02:00
15,NOT_PRESENT,2022-08-03 23:26:37.600000+02:00
16,PRESENT,2022-08-03 23:26:50.852000+02:00
17,NOT_PRESENT,2022-08-03 23:27:08.240000+02:00
18,PRESENT,2022-08-04 07:02:47.244000+02:00
19,NOT_PRESENT,2022-08-04 07:03:00.002000+02:00
20,PRESENT,2022-08-04 07:03:37.792000+02:00
21,NOT_PRESENT,2022-08-04 07:04:07.336000+02:00
22,PRESENT,2022-08-04 07:25:52.100000+02:00
23,NOT_PRESENT,2022-08-04 08:36:33.357000+02:00
24,PRESENT,2022-08-04 08:37:01.746000+02:00
25,NOT_PRESENT,2022-08-04 08:37:15.009000+02:00
26,PRESENT,2022-08-04 08:37:30.501000+02:00
27,NOT_PRESENT,2022-08-04 08:38:09.080000+02:00
28,PRESENT,2022-08-04 08:38:19.861000+02:00
29,NOT_PRESENT,2022-08-04 08:38:35.867000+02:00
30,PRESENT,2022-08-04 08:38:47.990000+02:00
31,NOT_PRESENT,2022-08-04 08:38:59.955000+02:00
32,PRESENT,2022-08-04 08:39:10.493000+02:00
