,0BDoor,timestamp
3,NOT_PRESENT,2022-03-07 00:13:40.027000+01:00
0,PRESENT,2022-03-08 19:00:52.011000+01:00
0,NOT_PRESENT,2022-03-08 20:22:26.782000+01:00
1,PRESENT,2022-03-08 20:22:30.767000+01:00
2,NOT_PRESENT,2022-03-08 20:22:35.432000+01:00
3,PRESENT,2022-03-08 21:08:39.544000+01:00
4,NOT_PRESENT,2022-03-08 23:44:58.221000+01:00
0,PRESENT,2022-03-10 18:04:45.331000+01:00
1,NOT_PRESENT,2022-03-10 19:19:16.185000+01:00
2,PRESENT,2022-03-10 19:20:09.118000+01:00
3,NOT_PRESENT,2022-03-10 19:39:35.425000+01:00
0,PRESENT,2022-03-11 17:38:03.816000+01:00
1,NOT_PRESENT,2022-03-11 18:32:48.653000+01:00
0,PRESENT,2022-03-11 20:21:55.491000+01:00
1,NOT_PRESENT,2022-03-11 22:02:48.633000+01:00
2,PRESENT,2022-03-12 17:52:48.221000+01:00
3,NOT_PRESENT,2022-03-12 19:03:34.140000+01:00
0,PRESENT,2022-03-13 09:38:09.843000+01:00
1,NOT_PRESENT,2022-03-13 11:01:37.384000+01:00
0,PRESENT,2022-03-14 17:43:23.923000+01:00
1,NOT_PRESENT,2022-03-14 18:36:12.669000+01:00
0,PRESENT,2022-03-14 20:36:45.720000+01:00
1,NOT_PRESENT,2022-03-14 22:29:27.494000+01:00
2,PRESENT,2022-03-15 17:07:49.579000+01:00
3,NOT_PRESENT,2022-03-15 17:34:18.156000+01:00
4,PRESENT,2022-03-15 17:39:17.092000+01:00
5,NOT_PRESENT,2022-03-15 19:20:43.381000+01:00
0,PRESENT,2022-03-15 20:50:34.234000+01:00
1,NOT_PRESENT,2022-03-15 22:51:39.306000+01:00
0,PRESENT,2022-03-16 22:14:46.042000+01:00
1,NOT_PRESENT,2022-03-16 22:18:25.083000+01:00
2,PRESENT,2022-03-16 22:22:24.303000+01:00
3,NOT_PRESENT,2022-03-16 23:24:31.773000+01:00
0,PRESENT,2022-03-26 11:15:06.944000+01:00
1,NOT_PRESENT,2022-03-26 11:19:47.248000+01:00
2,PRESENT,2022-03-26 11:42:28.456000+01:00
3,NOT_PRESENT,2022-03-26 11:42:29.726000+01:00
0,PRESENT,2022-03-27 10:09:45.579000+02:00
1,NOT_PRESENT,2022-03-27 11:05:04.654000+02:00
2,PRESENT,2022-03-27 11:07:18.014000+02:00
3,NOT_PRESENT,2022-03-27 11:07:46.035000+02:00
4,PRESENT,2022-03-27 11:18:39.161000+02:00
5,NOT_PRESENT,2022-03-27 12:59:23.185000+02:00
6,PRESENT,2022-03-27 20:42:40.314000+02:00
7,NOT_PRESENT,2022-03-27 20:42:48.535000+02:00
0,PRESENT,2022-03-28 09:22:58.676000+02:00
1,NOT_PRESENT,2022-03-28 09:23:01.502000+02:00
2,PRESENT,2022-03-28 11:15:09.501000+02:00
3,NOT_PRESENT,2022-03-28 13:47:59.962000+02:00
4,PRESENT,2022-03-28 13:49:13.603000+02:00
5,NOT_PRESENT,2022-03-28 15:39:32.638000+02:00
6,PRESENT,2022-03-28 15:39:37.231000+02:00
7,NOT_PRESENT,2022-03-28 15:39:38.492000+02:00
8,PRESENT,2022-03-28 16:55:13.551000+02:00
9,NOT_PRESENT,2022-03-28 17:22:37.278000+02:00
10,PRESENT,2022-03-28 20:40:54.628000+02:00
11,NOT_PRESENT,2022-03-28 20:40:55.889000+02:00
0,PRESENT,2022-03-30 09:11:52.019000+02:00
1,NOT_PRESENT,2022-03-30 09:11:53.280000+02:00
0,PRESENT,2022-04-02 08:28:04.763000+02:00
1,NOT_PRESENT,2022-04-02 08:28:06.026000+02:00
2,PRESENT,2022-04-02 09:25:54.721000+02:00
3,NOT_PRESENT,2022-04-02 10:58:51.922000+02:00
4,PRESENT,2022-04-02 10:58:59.895000+02:00
5,NOT_PRESENT,2022-04-02 11:00:54.404000+02:00
6,PRESENT,2022-04-02 17:56:53.935000+02:00
7,NOT_PRESENT,2022-04-02 17:57:01.278000+02:00
8,PRESENT,2022-04-02 18:23:15.453000+02:00
9,NOT_PRESENT,2022-04-02 18:23:16.715000+02:00
0,PRESENT,2022-04-03 19:29:09.491000+02:00
1,NOT_PRESENT,2022-04-03 19:29:12.077000+02:00
2,PRESENT,2022-04-03 19:36:01.611000+02:00
3,NOT_PRESENT,2022-04-03 20:14:13.429000+02:00
4,PRESENT,2022-04-03 20:14:17.360000+02:00
5,NOT_PRESENT,2022-04-03 20:45:54.515000+02:00
6,PRESENT,2022-04-03 20:46:17.779000+02:00
0,NOT_PRESENT,2022-04-04 09:13:19.590000+02:00
1,PRESENT,2022-04-04 09:14:42.144000+02:00
2,NOT_PRESENT,2022-04-04 09:14:43.404000+02:00
3,PRESENT,2022-04-04 13:52:43.662000+02:00
4,NOT_PRESENT,2022-04-04 14:53:46.089000+02:00
0,PRESENT,2022-04-05 13:56:10.563000+02:00
1,NOT_PRESENT,2022-04-05 13:56:11.825000+02:00
2,PRESENT,2022-04-05 14:26:35.041000+02:00
3,NOT_PRESENT,2022-04-05 14:26:36.304000+02:00
4,PRESENT,2022-04-05 18:51:07.415000+02:00
0,NOT_PRESENT,2022-04-06 07:31:01.989000+02:00
1,PRESENT,2022-04-06 07:38:11.232000+02:00
2,NOT_PRESENT,2022-04-06 07:38:12.494000+02:00
3,PRESENT,2022-04-06 09:36:04.739000+02:00
4,NOT_PRESENT,2022-04-06 09:36:05.999000+02:00
5,PRESENT,2022-04-06 11:35:02.378000+02:00
6,NOT_PRESENT,2022-04-06 12:20:57.463000+02:00
7,PRESENT,2022-04-06 13:38:21.232000+02:00
8,NOT_PRESENT,2022-04-06 17:12:55.398000+02:00
9,PRESENT,2022-04-06 17:13:53.238000+02:00
10,NOT_PRESENT,2022-04-06 17:45:51.716000+02:00
11,PRESENT,2022-04-06 19:13:27.281000+02:00
0,NOT_PRESENT,2022-04-07 08:21:46.387000+02:00
1,PRESENT,2022-04-07 13:44:07.481000+02:00
2,NOT_PRESENT,2022-04-07 13:44:08.742000+02:00
0,PRESENT,2022-04-08 09:46:06.184000+02:00
1,NOT_PRESENT,2022-04-08 09:57:47.651000+02:00
2,PRESENT,2022-04-08 11:23:20.529000+02:00
3,NOT_PRESENT,2022-04-08 11:23:21.792000+02:00
4,PRESENT,2022-04-08 15:35:50.486000+02:00
5,NOT_PRESENT,2022-04-08 15:35:52.644000+02:00
0,PRESENT,2022-04-09 15:26:59.430000+02:00
1,NOT_PRESENT,2022-04-09 15:27:00.695000+02:00
0,PRESENT,2022-04-10 13:32:00.678000+02:00
1,NOT_PRESENT,2022-04-10 13:32:01.944000+02:00
2,PRESENT,2022-04-10 18:27:46.989000+02:00
3,NOT_PRESENT,2022-04-10 18:27:48.252000+02:00
0,PRESENT,2022-04-11 10:33:21.913000+02:00
1,NOT_PRESENT,2022-04-11 10:33:23.177000+02:00
0,PRESENT,2022-04-12 14:34:17.664000+02:00
1,NOT_PRESENT,2022-04-12 14:34:18.930000+02:00
0,PRESENT,2022-04-13 10:36:45.183000+02:00
1,NOT_PRESENT,2022-04-13 10:36:52.354000+02:00
2,PRESENT,2022-04-13 12:29:30.598000+02:00
3,NOT_PRESENT,2022-04-13 12:29:31.865000+02:00
0,PRESENT,2022-04-14 08:41:36.120000+02:00
1,NOT_PRESENT,2022-04-14 08:41:37.388000+02:00
0,PRESENT,2022-04-15 11:25:56.877000+02:00
1,NOT_PRESENT,2022-04-15 11:25:58.146000+02:00
0,PRESENT,2022-04-16 08:51:39.868000+02:00
1,NOT_PRESENT,2022-04-16 08:51:41.136000+02:00
2,PRESENT,2022-04-16 15:33:03.626000+02:00
3,NOT_PRESENT,2022-04-16 15:33:04.893000+02:00
4,PRESENT,2022-04-16 16:49:49.301000+02:00
5,NOT_PRESENT,2022-04-16 16:49:52.383000+02:00
6,PRESENT,2022-04-16 17:47:38.008000+02:00
7,NOT_PRESENT,2022-04-16 17:49:57.779000+02:00
8,PRESENT,2022-04-16 17:50:26.407000+02:00
9,NOT_PRESENT,2022-04-16 17:54:01.540000+02:00
0,PRESENT,2022-04-18 07:25:40.425000+02:00
1,NOT_PRESENT,2022-04-18 07:25:41.692000+02:00
2,PRESENT,2022-04-18 13:51:11.461000+02:00
3,NOT_PRESENT,2022-04-18 13:51:12.729000+02:00
4,PRESENT,2022-04-18 15:28:47.734000+02:00
5,NOT_PRESENT,2022-04-18 15:28:50.810000+02:00
6,PRESENT,2022-04-18 15:35:52.335000+02:00
7,NOT_PRESENT,2022-04-18 15:35:54.504000+02:00
0,PRESENT,2022-04-19 08:05:49.526000+02:00
1,NOT_PRESENT,2022-04-19 08:05:52.368000+02:00
2,PRESENT,2022-04-19 12:11:00.428000+02:00
3,NOT_PRESENT,2022-04-19 12:11:03.696000+02:00
0,PRESENT,2022-04-19 21:31:20.124000+02:00
1,NOT_PRESENT,2022-04-19 21:53:01.972000+02:00
2,PRESENT,2022-04-20 14:46:39.900000+02:00
3,NOT_PRESENT,2022-04-20 14:46:41.171000+02:00
0,PRESENT,2022-04-22 07:27:06.019000+02:00
1,NOT_PRESENT,2022-04-22 09:41:53.698000+02:00
2,PRESENT,2022-04-22 15:53:34.439000+02:00
3,NOT_PRESENT,2022-04-22 15:53:43.822000+02:00
0,PRESENT,2022-04-23 12:33:12.650000+02:00
1,NOT_PRESENT,2022-04-23 17:53:00.633000+02:00
2,PRESENT,2022-04-23 17:54:14.122000+02:00
3,NOT_PRESENT,2022-04-23 17:57:06.542000+02:00
0,PRESENT,2022-04-25 08:02:20.825000+02:00
1,NOT_PRESENT,2022-04-25 08:09:29.406000+02:00
0,PRESENT,2022-04-25 21:48:29.476000+02:00
1,NOT_PRESENT,2022-04-25 21:48:30.745000+02:00
2,PRESENT,2022-04-26 07:47:52.587000+02:00
3,NOT_PRESENT,2022-04-26 07:47:53.860000+02:00
0,PRESENT,2022-04-27 07:11:28.587000+02:00
1,NOT_PRESENT,2022-04-27 07:11:29.862000+02:00
2,PRESENT,2022-04-27 08:45:47.092000+02:00
3,NOT_PRESENT,2022-04-27 09:05:29.920000+02:00
4,PRESENT,2022-04-27 09:06:40.276000+02:00
5,NOT_PRESENT,2022-04-27 09:17:39.265000+02:00
0,PRESENT,2022-04-27 21:24:40.140000+02:00
1,NOT_PRESENT,2022-04-27 22:46:58.874000+02:00
2,PRESENT,2022-04-27 22:47:02.819000+02:00
3,NOT_PRESENT,2022-04-28 09:17:17.285000+02:00
4,PRESENT,2022-04-28 09:21:56.412000+02:00
5,NOT_PRESENT,2022-04-28 09:21:59.497000+02:00
6,PRESENT,2022-04-28 17:34:53.246000+02:00
0,NOT_PRESENT,2022-04-29 08:40:10.893000+02:00
0,PRESENT,2022-04-30 11:12:39.534000+02:00
1,NOT_PRESENT,2022-04-30 11:12:40.807000+02:00
2,PRESENT,2022-04-30 14:53:12.546000+02:00
3,NOT_PRESENT,2022-04-30 14:53:13.814000+02:00
0,PRESENT,2022-05-01 18:42:24.060000+02:00
1,NOT_PRESENT,2022-05-01 18:42:25.328000+02:00
0,PRESENT,2022-05-02 06:27:54.070000+02:00
1,NOT_PRESENT,2022-05-02 06:27:55.337000+02:00
2,PRESENT,2022-05-02 13:38:07.175000+02:00
3,NOT_PRESENT,2022-05-02 13:38:08.443000+02:00
0,PRESENT,2022-05-04 10:18:51.135000+02:00
1,NOT_PRESENT,2022-05-04 10:51:56.351000+02:00
2,PRESENT,2022-05-04 19:37:50.355000+02:00
3,NOT_PRESENT,2022-05-04 19:37:51.622000+02:00
0,PRESENT,2022-05-05 15:41:41.160000+02:00
1,NOT_PRESENT,2022-05-05 15:41:42.827000+02:00
2,PRESENT,2022-05-05 20:42:59.530000+02:00
3,NOT_PRESENT,2022-05-05 20:43:00.798000+02:00
0,PRESENT,2022-05-06 07:14:24.382000+02:00
1,NOT_PRESENT,2022-05-06 07:14:25.649000+02:00
2,PRESENT,2022-05-06 14:30:17.197000+02:00
3,NOT_PRESENT,2022-05-06 14:30:18.466000+02:00
4,PRESENT,2022-05-06 18:50:52.128000+02:00
5,NOT_PRESENT,2022-05-06 20:41:01.747000+02:00
6,PRESENT,2022-05-06 20:41:45.427000+02:00
7,NOT_PRESENT,2022-05-06 20:49:08.012000+02:00
0,PRESENT,2022-05-06 21:43:50.396000+02:00
1,NOT_PRESENT,2022-05-06 21:43:51.661000+02:00
2,PRESENT,2022-05-07 08:05:53.472000+02:00
3,NOT_PRESENT,2022-05-07 08:05:54.738000+02:00
4,PRESENT,2022-05-07 10:43:25.291000+02:00
5,NOT_PRESENT,2022-05-07 10:43:26.558000+02:00
6,PRESENT,2022-05-07 11:43:39.513000+02:00
7,NOT_PRESENT,2022-05-07 11:43:40.779000+02:00
8,PRESENT,2022-05-07 13:47:57.026000+02:00
9,NOT_PRESENT,2022-05-07 13:48:04.284000+02:00
10,PRESENT,2022-05-07 13:48:09.536000+02:00
11,NOT_PRESENT,2022-05-07 13:48:10.803000+02:00
12,PRESENT,2022-05-07 13:48:26.307000+02:00
13,NOT_PRESENT,2022-05-07 13:49:16.922000+02:00
14,PRESENT,2022-05-07 19:13:40.244000+02:00
15,NOT_PRESENT,2022-05-07 19:13:43.076000+02:00
0,PRESENT,2022-05-10 12:00:20.058000+02:00
1,NOT_PRESENT,2022-05-10 12:00:22.888000+02:00
2,PRESENT,2022-05-10 18:52:30.297000+02:00
3,NOT_PRESENT,2022-05-10 18:52:31.564000+02:00
0,PRESENT,2022-05-11 10:14:25.815000+02:00
1,NOT_PRESENT,2022-05-11 10:14:27.973000+02:00
0,PRESENT,2022-05-11 21:46:19.629000+02:00
1,NOT_PRESENT,2022-05-11 21:46:20.894000+02:00
2,PRESENT,2022-05-12 09:27:18.997000+02:00
3,NOT_PRESENT,2022-05-12 09:27:20.262000+02:00
4,PRESENT,2022-05-12 19:56:38.762000+02:00
5,NOT_PRESENT,2022-05-12 19:56:40.029000+02:00
0,PRESENT,2022-05-13 09:22:13.014000+02:00
1,NOT_PRESENT,2022-05-13 10:13:26.707000+02:00
2,PRESENT,2022-05-13 10:17:07.465000+02:00
3,NOT_PRESENT,2022-05-13 10:17:27.332000+02:00
4,PRESENT,2022-05-13 10:17:31.927000+02:00
5,NOT_PRESENT,2022-05-13 10:17:33.854000+02:00
6,PRESENT,2022-05-13 10:21:21.033000+02:00
7,NOT_PRESENT,2022-05-13 10:21:23.866000+02:00
0,PRESENT,2022-05-14 08:06:18.122000+02:00
1,NOT_PRESENT,2022-05-14 08:06:19.388000+02:00
2,PRESENT,2022-05-14 09:00:30.869000+02:00
3,NOT_PRESENT,2022-05-14 09:00:32.137000+02:00
4,PRESENT,2022-05-14 14:22:13.403000+02:00
5,NOT_PRESENT,2022-05-14 14:22:25.675000+02:00
6,PRESENT,2022-05-14 19:06:31.825000+02:00
7,NOT_PRESENT,2022-05-14 19:11:31.758000+02:00
8,PRESENT,2022-05-14 19:12:19.395000+02:00
9,NOT_PRESENT,2022-05-14 19:12:20.664000+02:00
10,PRESENT,2022-05-14 19:12:22.598000+02:00
11,NOT_PRESENT,2022-05-14 19:12:26.536000+02:00
12,PRESENT,2022-05-14 19:13:10.822000+02:00
0,NOT_PRESENT,2022-05-15 07:28:10.785000+02:00
1,PRESENT,2022-05-15 09:00:01.841000+02:00
2,NOT_PRESENT,2022-05-15 09:00:03.107000+02:00
0,PRESENT,2022-05-16 08:45:07.869000+02:00
1,NOT_PRESENT,2022-05-16 09:16:46.697000+02:00
2,PRESENT,2022-05-16 11:53:31.687000+02:00
3,NOT_PRESENT,2022-05-16 11:53:32.955000+02:00
0,PRESENT,2022-05-17 11:51:59.272000+02:00
1,NOT_PRESENT,2022-05-17 12:45:00.857000+02:00
0,PRESENT,2022-05-18 08:43:00.602000+02:00
1,NOT_PRESENT,2022-05-18 08:43:10.641000+02:00
0,PRESENT,2022-05-20 10:46:09.065000+02:00
1,NOT_PRESENT,2022-05-20 10:46:10.332000+02:00
2,PRESENT,2022-05-20 13:50:26.003000+02:00
3,NOT_PRESENT,2022-05-20 14:05:15.153000+02:00
0,PRESENT,2022-05-20 21:35:39.945000+02:00
1,NOT_PRESENT,2022-05-20 21:38:18.985000+02:00
2,PRESENT,2022-05-20 22:32:36.279000+02:00
3,NOT_PRESENT,2022-05-20 22:55:44.574000+02:00
4,PRESENT,2022-05-20 22:58:15.682000+02:00
5,NOT_PRESENT,2022-05-20 23:37:56.172000+02:00
6,PRESENT,2022-05-20 23:38:44.871000+02:00
7,NOT_PRESENT,2022-05-21 01:29:54.223000+02:00
8,PRESENT,2022-05-21 17:25:48.823000+02:00
9,NOT_PRESENT,2022-05-21 17:29:29.007000+02:00
10,PRESENT,2022-05-21 17:29:45.895000+02:00
11,NOT_PRESENT,2022-05-21 17:58:46.980000+02:00
0,PRESENT,2022-05-27 23:12:09.425000+02:00
1,NOT_PRESENT,2022-05-27 23:13:19.997000+02:00
2,PRESENT,2022-05-27 23:16:42.763000+02:00
3,NOT_PRESENT,2022-05-28 00:33:25.071000+02:00
0,PRESENT,2022-05-29 09:04:18.114000+02:00
1,NOT_PRESENT,2022-05-29 09:04:19.376000+02:00
2,PRESENT,2022-05-29 10:08:04.777000+02:00
3,NOT_PRESENT,2022-05-29 10:08:06.039000+02:00
0,PRESENT,2022-05-31 02:33:45.931000+02:00
1,NOT_PRESENT,2022-05-31 02:33:48.134000+02:00
2,PRESENT,2022-05-31 09:40:33.537000+02:00
3,NOT_PRESENT,2022-05-31 09:48:41.736000+02:00
4,PRESENT,2022-05-31 09:52:12.078000+02:00
5,NOT_PRESENT,2022-05-31 10:15:50.211000+02:00
6,PRESENT,2022-05-31 13:57:03.053000+02:00
7,NOT_PRESENT,2022-05-31 14:41:38.730000+02:00
8,PRESENT,2022-05-31 18:00:23.708000+02:00
9,NOT_PRESENT,2022-05-31 18:00:24.977000+02:00
0,PRESENT,2022-06-01 10:22:50.121000+02:00
1,NOT_PRESENT,2022-06-01 10:22:51.390000+02:00
0,PRESENT,2022-06-02 15:22:14.655000+02:00
1,NOT_PRESENT,2022-06-02 15:24:13.886000+02:00
0,PRESENT,2022-06-03 13:58:09.242000+02:00
1,NOT_PRESENT,2022-06-03 13:58:11.402000+02:00
2,PRESENT,2022-06-03 21:08:23.225000+02:00
0,NOT_PRESENT,2022-06-03 21:21:10.796000+02:00
1,PRESENT,2022-06-03 21:23:43.011000+02:00
2,NOT_PRESENT,2022-06-03 21:39:31.362000+02:00
3,PRESENT,2022-06-03 21:39:53.883000+02:00
4,NOT_PRESENT,2022-06-03 21:40:47.563000+02:00
5,PRESENT,2022-06-03 21:41:16.681000+02:00
6,NOT_PRESENT,2022-06-03 21:49:58.144000+02:00
7,PRESENT,2022-06-03 21:50:04.405000+02:00
8,NOT_PRESENT,2022-06-03 21:57:25.838000+02:00
9,PRESENT,2022-06-03 22:01:44.187000+02:00
10,NOT_PRESENT,2022-06-03 22:11:07.264000+02:00
11,PRESENT,2022-06-03 23:37:47.445000+02:00
12,NOT_PRESENT,2022-06-03 23:40:43.122000+02:00
13,PRESENT,2022-06-03 23:42:18.875000+02:00
14,NOT_PRESENT,2022-06-04 01:15:24.238000+02:00
15,PRESENT,2022-06-04 01:17:50.301000+02:00
16,NOT_PRESENT,2022-06-04 01:18:00.386000+02:00
17,PRESENT,2022-06-04 01:19:57.933000+02:00
18,NOT_PRESENT,2022-06-04 08:46:28.198000+02:00
0,PRESENT,2022-06-04 23:59:36.163000+02:00
1,NOT_PRESENT,2022-06-05 01:48:21.928000+02:00
2,PRESENT,2022-06-05 01:51:09.908000+02:00
3,NOT_PRESENT,2022-06-05 02:01:17.936000+02:00
4,PRESENT,2022-06-05 02:01:24.641000+02:00
5,NOT_PRESENT,2022-06-05 02:03:39.631000+02:00
6,PRESENT,2022-06-05 02:03:53.605000+02:00
7,NOT_PRESENT,2022-06-05 02:03:54.895000+02:00
8,PRESENT,2022-06-05 02:04:02.272000+02:00
9,NOT_PRESENT,2022-06-05 02:45:42.375000+02:00
0,PRESENT,2022-06-08 20:26:01.052000+02:00
1,NOT_PRESENT,2022-06-08 20:26:02.319000+02:00
0,PRESENT,2022-06-08 21:18:38.283000+02:00
1,NOT_PRESENT,2022-06-08 21:18:39.547000+02:00
2,PRESENT,2022-06-09 19:29:52.900000+02:00
3,NOT_PRESENT,2022-06-09 19:29:54.167000+02:00
0,PRESENT,2022-06-09 21:37:51.391000+02:00
1,NOT_PRESENT,2022-06-09 22:42:07.338000+02:00
2,PRESENT,2022-06-09 22:42:19.443000+02:00
3,NOT_PRESENT,2022-06-09 22:42:22.923000+02:00
0,PRESENT,2022-06-13 19:41:18.780000+02:00
1,NOT_PRESENT,2022-06-13 19:41:20.066000+02:00
0,PRESENT,2022-06-14 09:31:40.614000+02:00
1,NOT_PRESENT,2022-06-14 09:31:41.877000+02:00
0,PRESENT,2022-06-15 15:54:39.557000+02:00
1,NOT_PRESENT,2022-06-15 17:41:27.996000+02:00
2,PRESENT,2022-06-15 17:41:31.228000+02:00
3,NOT_PRESENT,2022-06-15 17:41:32.489000+02:00
4,PRESENT,2022-06-15 18:36:01.706000+02:00
5,NOT_PRESENT,2022-06-15 18:36:02.966000+02:00
6,PRESENT,2022-06-15 19:01:51.228000+02:00
7,NOT_PRESENT,2022-06-15 19:01:52.489000+02:00
0,PRESENT,2022-06-18 22:49:18.735000+02:00
1,NOT_PRESENT,2022-06-19 01:03:31.178000+02:00
2,PRESENT,2022-06-19 08:28:53.376000+02:00
3,NOT_PRESENT,2022-06-19 08:28:55.037000+02:00
4,NOT_PRESENT,2022-06-19 15:40:42.831000+02:00
0,PRESENT,2022-06-20 10:11:13.109000+02:00
1,NOT_PRESENT,2022-06-20 10:11:14.368000+02:00
0,PRESENT,2022-06-21 07:39:58.250000+02:00
1,NOT_PRESENT,2022-06-21 07:39:59.508000+02:00
2,PRESENT,2022-06-21 09:09:18.701000+02:00
3,NOT_PRESENT,2022-06-21 09:09:21.292000+02:00
4,PRESENT,2022-06-21 09:14:29.165000+02:00
5,NOT_PRESENT,2022-06-21 09:14:33.295000+02:00
6,PRESENT,2022-06-21 09:15:25.534000+02:00
7,NOT_PRESENT,2022-06-21 11:05:32.624000+02:00
8,PRESENT,2022-06-21 11:05:39.810000+02:00
9,NOT_PRESENT,2022-06-21 11:05:43.355000+02:00
10,PRESENT,2022-06-21 11:08:18.055000+02:00
11,NOT_PRESENT,2022-06-21 11:15:46.828000+02:00
12,PRESENT,2022-06-21 11:16:47.868000+02:00
13,NOT_PRESENT,2022-06-21 11:34:35.015000+02:00
14,PRESENT,2022-06-21 12:13:56.308000+02:00
15,NOT_PRESENT,2022-06-21 12:13:57.589000+02:00
16,PRESENT,2022-06-21 14:25:57.926000+02:00
17,NOT_PRESENT,2022-06-21 14:53:48.375000+02:00
18,PRESENT,2022-06-21 14:53:51.001000+02:00
19,NOT_PRESENT,2022-06-21 15:26:00.037000+02:00
20,PRESENT,2022-06-21 20:17:58.394000+02:00
0,NOT_PRESENT,2022-06-22 09:25:32.643000+02:00
1,PRESENT,2022-06-22 09:29:08.435000+02:00
2,NOT_PRESENT,2022-06-22 09:29:09.692000+02:00
0,PRESENT,2022-06-23 08:15:30.137000+02:00
1,NOT_PRESENT,2022-06-23 08:50:55.489000+02:00
2,PRESENT,2022-06-23 09:00:54.166000+02:00
3,NOT_PRESENT,2022-06-23 09:00:55.422000+02:00
0,PRESENT,2022-06-24 10:10:16.198000+02:00
1,NOT_PRESENT,2022-06-24 10:10:17.927000+02:00
2,PRESENT,2022-06-24 14:25:10.485000+02:00
3,NOT_PRESENT,2022-06-24 15:06:17.482000+02:00
0,PRESENT,2022-06-25 10:02:38.387000+02:00
1,NOT_PRESENT,2022-06-25 10:02:39.667000+02:00
0,PRESENT,2022-06-26 12:41:33.400000+02:00
1,NOT_PRESENT,2022-06-26 12:41:36.018000+02:00
2,PRESENT,2022-06-26 12:42:07.554000+02:00
3,NOT_PRESENT,2022-06-26 14:45:30.748000+02:00
4,PRESENT,2022-06-26 17:24:27.627000+02:00
5,NOT_PRESENT,2022-06-26 18:39:29.910000+02:00
0,PRESENT,2022-06-26 22:47:35.737000+02:00
1,NOT_PRESENT,2022-06-26 22:47:37.014000+02:00
2,PRESENT,2022-06-26 23:06:36.389000+02:00
3,NOT_PRESENT,2022-06-26 23:06:39.918000+02:00
0,PRESENT,2022-06-28 08:45:02.455000+02:00
1,NOT_PRESENT,2022-06-28 08:58:40.115000+02:00
2,PRESENT,2022-06-28 13:25:39.639000+02:00
3,NOT_PRESENT,2022-06-28 14:25:02.039000+02:00
0,PRESENT,2022-06-28 21:27:58.339000+02:00
1,NOT_PRESENT,2022-06-28 21:27:59.616000+02:00
2,PRESENT,2022-06-29 09:20:46.912000+02:00
3,NOT_PRESENT,2022-06-29 09:49:04.024000+02:00
4,PRESENT,2022-06-29 09:49:07.315000+02:00
5,NOT_PRESENT,2022-06-29 11:25:28.649000+02:00
6,PRESENT,2022-06-29 11:26:11.926000+02:00
7,NOT_PRESENT,2022-06-29 11:26:13.201000+02:00
0,PRESENT,2022-06-30 17:47:44.708000+02:00
1,NOT_PRESENT,2022-06-30 17:47:45.985000+02:00
2,PRESENT,2022-06-30 21:03:57.814000+02:00
3,NOT_PRESENT,2022-06-30 21:04:01.346000+02:00
4,PRESENT,2022-06-30 21:08:08.158000+02:00
5,NOT_PRESENT,2022-06-30 21:08:13.045000+02:00
0,PRESENT,2022-07-01 00:23:55.706000+02:00
1,NOT_PRESENT,2022-07-01 07:41:30.905000+02:00
0,PRESENT,2022-07-04 09:33:32.515000+02:00
1,NOT_PRESENT,2022-07-04 10:17:38.559000+02:00
2,PRESENT,2022-07-04 14:51:31.866000+02:00
3,NOT_PRESENT,2022-07-04 14:51:36.771000+02:00
0,PRESENT,2022-07-06 09:00:00.194000+02:00
1,NOT_PRESENT,2022-07-06 09:47:35.257000+02:00
2,PRESENT,2022-07-06 19:24:22.615000+02:00
0,NOT_PRESENT,2022-07-07 09:06:28.599000+02:00
0,PRESENT,2022-07-09 14:01:39.930000+02:00
1,NOT_PRESENT,2022-07-09 14:04:06.331000+02:00
2,PRESENT,2022-07-09 17:19:10.904000+02:00
3,NOT_PRESENT,2022-07-09 17:21:04.512000+02:00
4,PRESENT,2022-07-09 17:24:25.802000+02:00
5,NOT_PRESENT,2022-07-09 17:25:41.080000+02:00
6,PRESENT,2022-07-09 17:27:54.739000+02:00
7,NOT_PRESENT,2022-07-09 17:36:16.117000+02:00
8,PRESENT,2022-07-09 18:22:16.602000+02:00
9,NOT_PRESENT,2022-07-09 18:22:17.874000+02:00
0,PRESENT,2022-07-11 09:30:31.883000+02:00
1,NOT_PRESENT,2022-07-11 09:30:33.155000+02:00
2,PRESENT,2022-07-11 14:12:49.870000+02:00
3,NOT_PRESENT,2022-07-11 15:16:44.934000+02:00
4,PRESENT,2022-07-11 15:17:57.624000+02:00
5,NOT_PRESENT,2022-07-11 15:18:04.307000+02:00
6,PRESENT,2022-07-11 15:18:05.582000+02:00
7,NOT_PRESENT,2022-07-11 15:18:06.855000+02:00
8,PRESENT,2022-07-11 15:18:21.246000+02:00
0,NOT_PRESENT,2022-07-14 21:29:59.360000+02:00
1,PRESENT,2022-07-14 21:30:08.588000+02:00
2,NOT_PRESENT,2022-07-14 21:31:31.331000+02:00
0,PRESENT,2022-07-16 11:58:03.313000+02:00
1,NOT_PRESENT,2022-07-16 11:58:04.560000+02:00
2,PRESENT,2022-07-16 12:00:04.258000+02:00
3,NOT_PRESENT,2022-07-16 12:23:27.943000+02:00
4,PRESENT,2022-07-16 14:51:59.490000+02:00
5,NOT_PRESENT,2022-07-16 14:52:02.044000+02:00
0,PRESENT,2022-07-16 22:15:15.522000+02:00
1,NOT_PRESENT,2022-07-16 22:15:16.796000+02:00
